Titles,math.AG,math.NT
"Multifractal analysis of the divergence points of Birkhoff averages in
  $beta$-dynamical systems",0.0,1.0
Deformations of weak $\mathbb{Q}$-Fano 3-folds,1.0,0.0
On the refined Gan-Gross-Prasad conjecture for cusp forms of GSp(4),0.0,1.0
"Beyond Endoscopy via the trace formula - III: The standard
  representation",0.0,1.0
Fonctions z\^eta et $L$ de vari\'et\'es et de motifs,1.0,1.0
On a notion of toric special linear systems,1.0,0.0
"Irreduzible Komponenten von 2-adischen Deformationsr\""aumen",0.0,1.0
Torsion points on theta divisors,1.0,0.0
"Topological recursion for Gaussian means and cohomological field
  theories",1.0,0.0
Trinomials defining quintic number fields,0.0,1.0
"A formulation for p-adic versions of the Birch and Swinnerton-Dyer
  conjectures in the supersingular case",0.0,1.0
On pairs of p-adic L-functions for weight two modular forms,0.0,1.0
Poisson structure on manifolds with corners,1.0,0.0
Modular forms of real weights and generalized Dedekind symbols,0.0,1.0
Congruence subgroups and Enriques surface automorphisms,1.0,0.0
On motivic Joyce-Song formula for the Behrend function identities,1.0,0.0
"Irrationality Exponent, Hausdorff Dimension and Effectivization",0.0,1.0
Criteria for three-stage towers of p-class fields,0.0,1.0
A Gamma Class Formula for Open Gromov-Witten Calculations,1.0,0.0
"Euler characteristic reciprocity for chromatic, flow and order
  polynomials",1.0,0.0
Artin Conjecture for p-adic Galois Representations of Function Fields,0.0,1.0
Universal Weak Semistable Reduction,1.0,0.0
Geometric invariant theory for graded unipotent groups and applications,1.0,0.0
Torsion subgroups of CM elliptic curves over odd degree number fields,0.0,1.0
Quadratic Chabauty and rational points I: p-adic heights,1.0,1.0
Siegel families with application to class fields,0.0,1.0
G-marked moduli spaces,1.0,0.0
Nilsystems and ergodic averages along primes,0.0,1.0
Compact Support Cohomology of Picard Modular Surfaces,0.0,1.0
"Curve arrangements, pencils, and Jacobian syzygies",1.0,0.0
On deflation and multiplicity structure,1.0,0.0
"A fast modulo primes algorithm for searching perfect cuboids and its
  implementation",0.0,1.0
Spectral sequences for cyclic homology,1.0,0.0
Degeneration of torsors over families of del Pezzo surfaces,1.0,1.0
Varieties of apolar subschemes of toric surfaces,1.0,0.0
"On a properness of the Hilbert eigenvariety at integral weights: the
  case of quadratic residue fields",1.0,1.0
On Clifford double mirrors of toric complete intersections,1.0,0.0
"Some notes on the regular graph defined by Schmidt and Summerer and
  uniform approximation",0.0,1.0
Derived non-archimedean analytic spaces,1.0,0.0
Partition zeta functions,0.0,1.0
Parallel transport and the p-adic Simpson correspondence,1.0,1.0
Riemann Hypothesis and Random Walks: the Zeta case,0.0,1.0
A greedy algorithm for $B_h[g]$ sequences,0.0,1.0
"The Mumford-Tate conjecture for the product of an abelian surface and a
  K3 surface",1.0,0.0
Odd zeta motive and linear forms in odd zeta values,1.0,1.0
"On the arithmetic of Landau-Ginzburg model of a certain class of
  threefolds",1.0,0.0
The Angehrn-Siu Type Effective Freeness For Quasi-Log Canonical Pairs,1.0,0.0
Graphical cyclic supercharacters for composite moduli,0.0,1.0
"Entropy in the category of perfect complexes with cohomology of finite
  length",1.0,0.0
"An explicit theory of $\pi_{1}^{\un,\crys}(\mathbb{P}^{1} -
  \{0,\mu_{N},\infty\})$ - II-2 : From standard algebraic relations of weighted
  multiple harmonic sums to those of cyclotomic $p$-adic multiple zeta values",0.0,1.0
"An explicit theory of $\pi_{1}^\mathrm{un,crys}(\mathbb{P}^{1} -
  \{0,\mu_{N},\infty\})$ - II-3 : Sequences of multiple harmonic sums viewed as
  periods",0.0,1.0
Depth reductions for associators,0.0,1.0
"Generic uniqueness of a structured matrix factorization and applications
  in blind source separation",1.0,0.0
Bounded Negativity and Symplectic 4-Manifolds,1.0,0.0
Matroids over hyperfields,1.0,0.0
On some nice polynomial automorphisms,1.0,0.0
Calculation of local formal Mellin transforms,1.0,0.0
"Nef line bundles on Calabi-Yau threefolds, I",1.0,0.0
On the containment problem,1.0,0.0
Realizing algebraic invariants of hyperbolic surfaces,0.0,1.0
Lattices over Polynomial Rings and Applications to Function Fields,0.0,1.0
A comparison of L-groups for covers of split reductive groups,0.0,1.0
Repetitive equivalences and good Wakamatsu-tilting modules,1.0,0.0
"A generalization of Watson transformation and representations of ternary
  quadratic forms",0.0,1.0
Approximation of Quadrilaterals by Rational Quadrilaterals in the Plane,0.0,1.0
Analogs of Jacobian conditions for subrings,1.0,0.0
"Riemann-Hilbert correspondence for unit $F$-crystals on embeddable
  algebraic varieties",1.0,0.0
Perversely categorified Lagrangian correspondences,1.0,0.0
Compositions colored by simplicial polytopic numbers,0.0,1.0
Abundance for varieties with many differential forms,1.0,0.0
Stably A^1-connected varieties and universal triviality of CH_0,1.0,0.0
Some open questions in analysis for Dirichlet series,0.0,1.0
Pencils and critical locus on normal surfaces,1.0,0.0
On cuspidality of global Arthur packets for symplectic groups,0.0,1.0
"Bernoulli identities, zeta relations, determinant expressions, Mellin
  transforms, and representation of the Hurwitz numbers",0.0,1.0
Zeros of Lattice Sums: 1. Zeros off the Critical Line,0.0,1.0
Fibr\'e vectoriel de rang $2n+1$ sur l'espace $\mathbb{P}^{2n+2}$,1.0,0.0
Towards Hilbert-Kunz density functions in Characteristic $0$,1.0,0.0
Theta operators on Siegel modular forms and Galois representations,0.0,1.0
Integration of Oscillatory and Subanalytic Functions,1.0,0.0
"Cohomology of Complements of Toric Arrangements Associated to Root
  Systems",1.0,0.0
On the number of Waring decompositions for a generic polynomial vector,1.0,0.0
A double-sum Kronecker-type identity,0.0,1.0
Metric Diophantine Approximation: aspects of recent work,0.0,1.0
Hyperelliptic graphs and metrized complexes,1.0,0.0
Deformations and elements of deformation theory,0.0,1.0
Combinatorial constructions of derived equivalences,1.0,0.0
New properties of the Lerch's transcendent,0.0,1.0
"Algebraic K-theory of varieties $SL_{2n}/Sp_{2n}$, $E_6/F_4$ and their
  twisted forms",1.0,0.0
Moduli of space sheaves with Hilbert polynomial 4m+1,1.0,0.0
A number field extension of a question of Milnor,0.0,1.0
Boundedness of threefolds of Fano type with Mori fibration structures,1.0,0.0
"Limit theorems related to beta-expansion and continued fraction
  expansion",0.0,1.0
Random Continued fractions: L\'evy constant and Chernoff-type estimate,0.0,1.0
On axioms of Frobenius like structure in the theory of arrangements,1.0,0.0
Effective Approximation and Diophantine Applications,0.0,1.0
On rigidity of factorial trinomial hypersurfaces,1.0,0.0
On the geometry of random lemniscates,1.0,0.0
"On the congruence class modulo prime numbers of the number of rational
  points of a variety",0.0,1.0
Smoothing cones over K3 surfaces,1.0,0.0
Almost universal codes for fading wiretap channels,0.0,1.0
The Grothendieck group of completed distribution algebras,0.0,1.0
On the existence of primitive pencils for smooth curves,1.0,0.0
On uniformization of compact Kahler spaces,1.0,0.0
Bi-periodic incomplete Lucas numbers,0.0,1.0
Fans,1.0,0.0
Logarithmic Flatness,1.0,0.0
The Hausdorff topology as a moduli space,1.0,0.0
"A Parameterization of D equivalences of coherent sheaves of symplectic
  resolutions of a given symplectic singularity",1.0,0.0
"Cohomological Donaldson-Thomas theory of a quiver with potential and
  quantum enveloping algebras",1.0,0.0
"Rectilinearization of sub analytic sets as a consequence of local
  monomialization",1.0,0.0
"Level structures on abelian varieties, Kodaira dimensions, and Lang's
  conjecture",1.0,1.0
"$F$-injectivity and Frobenius closure of ideals in Noetherian rings of
  characteristic $p>0$",1.0,0.0
"Quantum variance on quaternion algebras, I",0.0,1.0
"Microlocal lifts and quantum unique ergodicity on $GL(2,\mathbb{Q}_p)$",0.0,1.0
The spectral decomposition of $|\theta|^2$,0.0,1.0
Analytic isolation of newforms of given level,0.0,1.0
"The geometric genus and Seiberg-Witten invariant of Newton nondegenerate
  surface singularities",1.0,0.0
"Affine space over triangulated categories: a further invitation to
  Grothendieck derivators",1.0,0.0
A support theorem for the Hitchin fibration: the case of $SL_n$,1.0,0.0
A Vinogradov-type problem in almost primes,0.0,1.0
Positivity Sectors and the Amplituhedron,1.0,0.0
Extreme residues of Dedekind zeta functions,0.0,1.0
An analogue of the Aluffi algebra for modules,1.0,0.0
On the irrationality of generalized $q$-logarithm,0.0,1.0
The decomposition group of a line in the plane,1.0,0.0
Lectures notes in universal algebraic geometry,1.0,0.0
A flop formula for Donaldson-Thomas invariants,1.0,0.0
"On the computational complexity of algebraic numbers: the
  Hartmanis--Stearns problem revisited",0.0,1.0
"The equation of the Kenyon-Smillie $(2,3,4)$-Teichm\""uller curve",1.0,0.0
"Rational approximation to surfaces defined by polynomials in one
  variable",0.0,1.0
"Rational approximation to algebraic varieties and a new exponent of
  simultaneous approximation",0.0,1.0
Tropical Homotopy Continuation,1.0,0.0
Modular forms of arbitrary even weight with no exceptional primes,0.0,1.0
Pixton's double ramification cycle relations,1.0,0.0
Chen primes in arithmetic progressions,0.0,1.0
"Examples of rank two aCM bundles on smooth quartic surfaces in
  $\mathbb{P}^3$",1.0,0.0
"Rank two aCM bundles on general determinantal quartic surfaces in
  $\mathbb{P}^3$",1.0,0.0
Uniqueness of minimal morphisms of logarithmic schemes,1.0,0.0
The average of the smallest prime in a conjugacy class,0.0,1.0
Points of bounded height on oscillatory sets,1.0,1.0
The Biharmonic mean,0.0,1.0
Height growth of solutions and a discrete Painlev\'e equation,0.0,1.0
The Riemann Hypothesis For Period Polynomials Of Modular Forms,0.0,1.0
"The almost product structure of Newton strata in the Deformation space
  of a Barsotti-Tate group with crystalline Tate tensors",1.0,0.0
Elliptic Gau{\ss} sums and Schoof's algorithm,0.0,1.0
Volume-type functions for numerical cycle classes,1.0,0.0
"The Jacquet-Langlands correspondence, Eisenstein congruences, and
  integral L-values in weight 2",0.0,1.0
Class number and regulator computation in cubic function fields,0.0,1.0
Morphisms and faces of pseudo-effective cones,1.0,0.0
Multiplicative groups of fields and hereditarily irreducible polynomials,0.0,1.0
The Euclidean algorithm in quintic and septic cyclic fields,0.0,1.0
Most binary forms come from a pencil of quadrics,0.0,1.0
"Wavelet decomposition and bandwidth of functions defined on vector
  spaces over finite fields",0.0,1.0
Note on mod p property of Hermitian modular forms,0.0,1.0
Simultaneous Diophantine approximation - logarithmic improvements,0.0,1.0
Effectivity in Mochizuki's work on the $abc$-conjecture,0.0,1.0
Klt del Pezzo surfaces which are not globally F-split,1.0,0.0
On log del Pezzo surfaces in large characteristic,1.0,0.0
"Towards a mathematical definition of Coulomb branches of $3$-dimensional
  $\mathcal N=4$ gauge theories, II",1.0,0.0
"A tour of support theory for triangulated categories through tensor
  triangular geometry",1.0,0.0
Geometric proofs of theorems of Ax-Kochen and Ersov,1.0,1.0
Characterization of 2-ramified power series,0.0,1.0
On the Local Converse Theorem for p-adic GLn,0.0,1.0
Polar varieties revisited,1.0,0.0
The geometry of efficient arithmetic on elliptic curves,0.0,1.0
Efficient arithmetic on elliptic curves in characteristic 2,0.0,1.0
"Arithmetic of split Kummer surfaces: Montgomery endomorphism of Edwards
  products",0.0,1.0
"Uniform congruence counting for Schottky semigroups in
  $\mathrm{SL}_2(\mathbf{Z})$",0.0,1.0
"The Toledo invariant, and Seshadri constants of fake projective planes",1.0,0.0
On automorphic points in polarized deformation rings,0.0,1.0
"A note on splitting numbers for Galois covers and $\pi_1$-equivalent
  Zariski $k$-plets",1.0,0.0
Remarks on the mixed joint universality for a class of zeta-functions,0.0,1.0
"Vojta's Conjecture on Multiple Blowups of $\mathbb{P}^2$ and the $abc$
  conjecture",1.0,1.0
Some symmetric $q$-congruences,0.0,1.0
"A supercongruence involving Delannoy numbers and Schr\""oder numbers",0.0,1.0
Order 1 congruences of lines with smooth fundamental scheme,1.0,0.0
Telescoping method and congruences for double sums,0.0,1.0
"Quantum $j$-Invariant in Positive Characteristic II: Formulas and Values
  at the Quadratics",0.0,1.0
Vertical D4-D2-D0 bound states on K3 fibrations and modularity,1.0,0.0
"Proof of the conjecture of Keskin, Siar and Karaatli",0.0,1.0
Topological recursion for open intersection numbers,1.0,0.0
Quasi-Coxeter quasitriangular quasibialgebras and the Casimir connection,1.0,0.0
Prym varieties of \'etale covers of hyperelliptic curves,1.0,0.0
"A note on inverses of cyclotomic mapping permutation polynomials over
  finite fields",0.0,1.0
"Maximal Non-commuting Sets in Certain Unipotent Upper-triangular Linear
  Groups",0.0,1.0
More differences than multiple sums,0.0,1.0
Prime Decomposition and the Iwasawa mu-invariant,0.0,1.0
Generic Extensions and Generic Polynomials for Linear Algebraic Groups,0.0,1.0
Salem numbers and Enriques surfaces,1.0,0.0
Lines on quartic surfaces,1.0,0.0
"Poincar\'e polynomials of moduli spaces of stable maps into flag
  manifolds",1.0,0.0
Proof of Sun's conjectures on integer-valued polynomials,0.0,1.0
On a Relation between Spectral Theory of Lens Spaces and Ehrhart Theory,1.0,0.0
"Algebraic approximation of K\""ahler threefolds of Kodaira dimension zero",1.0,0.0
"Real group orbits on flag ind-varieties of
  $\mathrm{SL}(\infty,\mathbb{C})$",1.0,0.0
"On the Kobayashi pseudometric, complex automorphisms and hyperkaehler
  manifolds",1.0,0.0
"A Family of Compact Complex-Symplectic Calabi-Yau Manifolds that are
  Nonk\""ahler",1.0,0.0
"Computer assisted proof for Apwenian sequences related to Hankel
  determinants",0.0,1.0
Heegner Points on Modular Curves,0.0,1.0
"Lefschetz properties for Artinian Gorenstein algebras presented by
  quadrics",1.0,0.0
Geometricity for derived categories of algebraic stacks,1.0,0.0
One relator maximal pro-p Galois groups and Koszul algebras,0.0,1.0
"A New $k$-th Derivative Estimate for Exponential Sums via Vinogradov's
  Mean Value",0.0,1.0
On Tate-Shafarevich groups of 1-motives,1.0,1.0
"A functional relation for L-functions of graphs equivalent to the
  Riemann Hypothesis for Dirichlet L-functions",0.0,1.0
Automorphisms of the generalized quot schemes,1.0,0.0
Multihomogenous Nonnegative Polynomials and Sums of Squares,1.0,0.0
"Hirzebruch $\chi_y$-genera of complex algebraic fiber bundles -- the
  multiplicativity of the signature modulo $4$ --",1.0,0.0
An introduction into (motivic) Donaldson-Thomas theory,1.0,0.0
On univoque and strongly univoque sets,0.0,1.0
